Id,SalePrice
1688,226595.69716806826
1689,224139.62912661117
1690,216459.83650406054
1691,206430.89200144447
1692,274520.1057685863
1693,209130.3244288182
1694,193175.54452152015
1695,210369.57054069103
1696,270543.2375563886
1697,210369.57054069103
1698,320084.652774072
1699,274415.24171234434
1700,251353.94203858147
1701,285428.8558497722
1702,256604.64420148171
1703,254012.1279354992
1704,256497.7280400903
1705,237560.9568941947
1706,332666.9191173641
1707,215425.26272897585
1708,213105.6429120442
1709,268204.2930151117
1710,238652.54269039794
1711,262326.30964555335
1712,266156.019918259
1713,229811.3904304097
1714,220826.179688873
1715,227648.59091514256
1716,200036.1454207406
1717,194266.62794154533
1718,170952.80389587092
1719,239012.48559987894
1720,241986.3642052752
1721,191392.05524051748
1722,144509.8306721074
1723,143993.56983713992
1724,216380.40030065342
1725,256031.8737215735
1726,203781.86609052145
1727,175596.14774003346
1728,215292.91871474963
1729,178170.34403402638
1730,208473.06196980737
1731,113684.84456026647
1732,105254.5867028262
1733,105254.5867028262
1734,117962.59155567712
1735,109561.86576137086
1736,109045.60492640315
1737,263844.60852192575
1738,228412.32034632633
1739,320403.8515292746
1740,211769.14300095243
1741,179703.81023748568
1742,193039.0962969947
1743,211870.50101047033
1744,240464.1100929603
1745,222226.3503127098
1746,294868.2596294626
1747,240921.8091778378
1748,252959.287375384
1749,141586.45437055943
1750,156840.67318324093
1751,257548.1204927964
1752,108352.1517126318
1753,156381.92674556957
1754,240512.46450426173
1755,164968.50252849655
1756,83343.93695153436
1757,104222.065032891
1758,113724.03898557322
1759,161618.915522957
1760,135887.2131087766
1761,136003.2892561627
1762,194373.5972898961
1763,177271.26691807038
1764,108706.53647023928
1765,188214.60483808606
1766,168879.7011097588
1767,179238.5540825443
1768,121776.03396154288
1769,183344.76263842196
1770,136122.9672376702
1771,125733.03247277928
1772,137497.1118450968
1773,102155.47196404892
1774,172066.36468514428
1775,138590.2473702717
1776,117011.55819429853
1777,92150.5013726931
1778,112001.66593598784
1779,124730.04286597786
1780,190658.00684682443
1781,122499.01923844824
1782,51911.44354659924
1783,127190.21511773416
1784,62260.78313156869
1785,101269.156668209
1786,161288.55786356935
1787,182160.62541687442
1788,6010.382566276938
1789,82859.85844842554
1790,12234.691247201059
1791,247442.29426810052
1792,164931.86258451734
1793,143800.70775507134
1794,133082.4142489829
1795,143072.66670247028
1796,146113.2196911578
1797,141369.11600105255
1798,115781.47206842038
1799,91602.65636944189
1800,125985.55684469081
1801,116348.13941983902
1802,165033.72297021304
1803,194511.5952433932
1804,119284.27754150308
1805,142076.7849765143
1806,150340.11098089884
1807,176048.43764739414
1808,109080.34173958935
1809,119859.7514770953
1810,141244.38224384934
1811,117750.36214882531
1812,118699.94156862958
1813,131231.70560807316
1814,60442.10784816113
1815,6897.29602569202
1816,80724.53889114293
1817,99556.9483569744
1818,175183.94837026787
1819,134907.24584783916
1820,52209.41444666358
1821,149555.05790717946
1822,147189.6381602739
1823,22309.435679791262
1824,147829.08302347292
1825,143147.54950635973
1826,105119.23901805398
1827,95606.55535040516
1828,142365.50010318658
1829,100859.81199463294
1830,166622.29806399788
1831,202070.85410643718
1832,171355.69203913654
1833,183869.7342701659
1834,143357.87578241853
1835,189901.53427084256
1836,165858.5686328141
1837,64105.83783320733
1838,141720.49708811403
1839,63153.70393207576
1840,141600.67013224983
1841,133679.56522893184
1842,108235.1239998492
1843,121178.28481801855
1844,149070.23226613877
1845,167338.52886187914
1846,146872.84491204214
1847,185019.78602906154
1848,13785.879259074805
1849,113607.96283818688
1850,116932.1219908914
1851,173825.473466106
1852,116991.18611715944
1853,129750.04667567997
1854,180548.52560104802
1855,172391.66656883643
1856,237904.63193683582
1857,142031.6363970749
1858,207604.97085855994
1859,160325.66106051183
1860,139449.0827081271
1861,158824.73059073254
1862,303465.95171613665
1863,303465.95171613665
1864,303465.95171613665
1865,279470.4315244511
1866,281683.13517999137
1867,241049.546605587
1868,265776.2073078167
1869,204948.28150365455
1870,226449.58658137033
1871,241547.48746856512
1872,189480.2303681902
1873,229201.47763034469
1874,130887.4324018571
1875,212104.7054103925
1876,209744.84381536045
1877,212873.49061727175
1878,215631.9871709135
1879,116964.65772457141
1880,117958.48734537791
1881,224266.9173651419
1882,287316.706810839
1883,232044.46616308903
1884,241420.70160621242
1885,239473.2841426998
1886,262512.66201035166
1887,208450.13541134074
1888,249675.31681382074
1889,188738.92511929548
1890,100741.08557852171
1891,165601.79107624688
1892,81599.64209583844
1893,133960.67009858112
1894,159756.492414725
1895,150157.2646628241
1896,124538.63472548383
1897,120943.12885270012
1898,141061.6317131722
1899,130570.43472616072
1900,154771.17223124998
1901,142374.66008918127
1902,132641.98778330116
1903,251545.4991534322
1904,118560.34069920145
1905,175731.64439916238
1906,144019.1466643312
1907,196171.39811998676
1908,149966.30571154878
1909,163406.45582729974
1910,163406.45582729974
1911,217876.77737091505
1912,259703.81212721835
1913,162726.9181603568
1914,43306.64357908
1915,252813.62597790454
1916,4917.845204677433
1917,276762.3414872603
1918,141185.76730680023
1919,165814.6718336332
1920,170614.23781588487
1921,303241.95465500304
1922,276293.4303112384
1923,232176.3609880968
1924,207517.42202195176
1925,252277.49544197577
1926,298768.69530879916
1927,118692.68471342768
1928,146225.69400442275
1929,106294.2162536066
1930,160702.91918962658
1931,122554.93071981333
1932,150117.47207394242
1933,161780.79160031723
1934,197766.93212025985
1935,187592.37940712343
1936,198283.19295522757
1937,199433.8428776986
1938,158800.25430329423
1939,249970.6374451602
1940,219963.2401407184
1941,200261.69221084565
1942,201832.89889803738
1943,222303.2320347894
1944,309908.0479557859
1945,290806.846251203
1946,165666.05995256687
1947,280484.6332223967
1948,165588.67585430946
1949,222292.5223198228
1950,190511.2980965511
1951,242782.1801809203
1952,224059.24135780777
1953,160113.37846670067
1954,242450.21960560163
1955,139676.17922720383
1956,295724.091296772
1957,176009.59662390873
1958,294345.8424790462
1959,175277.9537371865
1960,90855.69718127628
1961,110417.19505250244
1962,143282.39481495414
1963,142766.13397998642
1964,140815.61705853068
1965,176312.0251360936
1966,173427.7900728928
1967,248310.83456856664
1968,308484.5015842642
1969,296858.4201654438
1970,350785.0009161071
1971,376575.2650803777
1972,321819.28526759543
1973,282832.2353734907
1974,297930.1362606855
1975,353711.02748637996
1976,245768.22244285746
1977,318008.3973430572
1978,321838.10761576286
1979,291643.85557034495
1980,209169.0164779469
1981,286624.80332603934
1982,231420.78679055232
1983,231420.78679055232
1984,225806.5398840499
1985,214140.21668712888
1986,222911.59510588273
1987,201946.42056409596
1988,195308.81197365327
1989,231703.34560177568
1990,250367.22029862017
1991,209587.52113751788
1992,242405.371241024
1993,210826.76724939072
1994,271225.47867901553
1995,225447.09935074672
1996,285242.5034849737
1997,308390.3472429889
1998,272591.5106532411
1999,256236.54605836165
2000,304813.6637183726
2001,259599.89963637292
2002,224080.56500034337
2003,267345.36188985873
2004,268232.2753492738
2005,239471.2320375503
2006,233983.7709934006
2007,253632.3153250569
2008,200036.1454207406
2009,207141.11545823351
2010,228330.83203776972
2011,172628.87463930435
2012,196215.59513402963
2013,197075.53101163823
2014,200886.92131235427
2015,223275.1398494849
2016,204812.33565530716
2017,227700.5471605654
2018,114474.00184428482
2019,105254.5867028262
2020,110642.23946642969
2021,106287.1083727614
2022,174021.93738229573
2023,163943.59111558436
2024,267766.92340693506
2025,346666.12632751046
2026,200329.41394693055
2027,174334.4774458718
2028,211907.14095444954
2029,195047.1276157468
2030,271958.67129470943
2031,250097.4233075129
2032,257533.85154414666
2033,265916.25736646354
2034,208595.7436218611
2035,235894.548512934
2036,244453.6443378767
2037,245886.35069539328
2038,345876.4666673143
2039,218714.83404285088
2040,349185.36270553456
2041,238378.69467595057
2042,237979.96392994374
2043,171235.9608706697
2044,192073.84717392572
2045,206811.80515163974
2046,159238.1794746078
2047,149802.87990521686
2048,111481.30089072115
2049,166265.2630376655
2050,212288.0541046448
2051,112906.89936739253
2052,122310.6147685002
2053,122067.25038258336
2054,72288.62709443178
2055,147855.96481788205
2056,131845.72261843737
2057,112859.0473322689
2058,207960.9053451391
2059,124475.46638891683
2060,143519.1536962036
2061,175313.1397395914
2062,119047.06947103515
2063,101836.27320884634
2064,120773.0443547417
2065,106991.77367767715
2066,189806.1836024169
2067,164591.2443993818
2068,168684.6911351434
2069,75443.2041253557
2070,106795.30976148741
2071,57872.967329863925
2072,124144.60635335115
2073,121148.75275488477
2074,181152.43106002104
2075,142984.07051306847
2076,100910.66770030232
2077,130965.91703986772
2078,116891.37783661322
2079,153094.50332424138
2080,133268.76661378145
2081,153326.65561901382
2082,169112.3557807093
2083,151551.27897121198
2084,98980.02047980786
2085,123547.80877522333
2086,171312.2444291741
2087,129858.0633768246
2088,112764.44380177488
2089,81314.07961406885
2090,145336.37503803684
2091,105287.77378704073
2092,125005.49379635626
2093,143852.21481127525
2094,142090.64733638335
2095,156878.41366697312
2096,81313.12804867234
2097,83336.47566886805
2098,140832.98546512355
2099,-3991.081978354836
2100,101571.4893929963
2101,125817.67342623859
2102,170949.4468235036
2103,84200.96494599432
2104,185468.92329151975
2105,122463.479834222
2106,28910.308538857615
2107,226755.8190889922
2108,112408.95850441442
2109,95888.01362187555
2110,107252.5064701871
2111,198728.8241709615
2112,151459.67911126418
2113,118534.91284636664
2114,126267.25987791526
2115,172979.30416096933
2116,91951.98535135365
2117,159491.30201009475
2118,149949.08627931215
2119,120791.96249030647
2120,108102.77998562297
2121,76252.73348651337
2122,83850.08623511088
2123,93173.86305663339
2124,218895.68144273502
2125,156453.30350273498
2126,163074.64422633755
2127,178777.4021379021
2128,153193.3600393911
2129,106142.09832581645
2130,169895.95491285413
2131,192209.34383305465
2132,111798.0941389529
2133,122117.75268643163
2134,135489.67868991988
2135,72794.27400183026
2136,67371.93761199992
2137,110989.51634319173
2138,120682.39606019016
2139,153300.12722642603
2140,117084.83808225696
2141,149070.23226613877
2142,122610.99117553513
2143,135003.3033199075
2144,102917.74745365814
2145,112836.62314998033
2146,148219.0071853064
2147,163206.3900769886
2148,128086.28856314393
2149,112629.89870804246
2150,206457.42039403226
2151,160093.60455313674
2152,139031.67858830933
2153,146677.83493742673
2154,112482.23839237285
2155,156842.72528839041
2156,279285.58628818626
2157,221160.19236934138
2158,259804.57197316107
2159,250232.82417924446
2160,209451.07291299244
2161,250562.2302732356
2162,319615.7415980501
2163,284821.4443440754
2164,237271.79257830395
2165,184423.5866145091
2166,130887.4324018571
2167,208518.35952360346
2168,209160.35886813002
2169,226031.58429797716
2170,237697.90749489795
2171,135180.49569871114
2172,126945.75019206433
2173,159829.77230268344
2174,261273.91827465687
2175,293556.18281885004
2176,259647.2492953185
2177,273631.6425801995
2178,256597.53632063651
2179,149803.32909443532
2180,213731.37438973063
2181,213974.23639946966
2182,223641.6882636333
2183,209792.19347430603
2184,123390.9884735588
2185,124528.37419973593
2186,154382.55303663434
2187,154216.5727489749
2188,172871.2874598247
2189,305892.54088141886
2190,98364.45374047197
2191,98364.45374047197
2192,73257.98042779998
2193,106274.94471622049
2194,116652.11766099557
2195,82186.17914821813
2196,101395.84674316435
2197,91395.48273828556
2198,169691.88073964114
2199,184736.27565244166
2200,141463.8685059033
2201,131721.08464863175
2202,201201.7582428339
2203,159495.40622039395
2204,166137.0232337385
2205,128174.88475254574
2206,139019.96412098687
2207,230993.27111934312
2208,234944.61569130863
2209,173217.0146076153
2210,149966.30571154878
2211,114378.89593761298
2212,133272.87082408066
2213,112173.80253909598
2214,162385.64862468676
2215,92525.25820743968
2216,178138.31067652418
2217,-2093.5686551153194
2218,81647.64310531854
2219,68105.63260387164
2220,60646.78018494905
2221,252813.62597790454
2222,227687.2829642715
2223,249891.70361793088
2224,235428.19181823963
2225,181768.4043881374
2226,153586.19208437344
2227,208502.09165676357
2228,244724.48868177785
2229,261819.20879658055
2230,167919.86116420687
2231,227432.70648721023
2232,186200.41720388527
2233,168346.07186819823
2234,236557.96728739352
2235,203643.36576084653
2236,258271.55495892023
2237,273339.92378298123
2238,203469.77521616407
2239,144557.68270723103
2240,169453.92553124134
2241,106285.55864378973
2242,124489.68215060723
2243,154683.43181984732
2244,96468.39435880678
2245,96468.39435880678
2246,129062.74977735733
2247,148897.14409763436
2248,113337.5676835042
2249,114799.80610415479
2250,118834.18871364859
2251,140076.51288914192
2252,183184.34050263627
2253,182757.62742246687
2254,202358.3197189998
2255,206304.10613909154
2256,217212.3538440999
2257,246215.2118127686
2258,190177.28541608294
2259,198294.40504637198
2260,148255.64712928561
2261,211007.56146231573
2262,221727.90707355388
2263,312705.23655855656
2264,322813.11488840193
2265,147590.17624967662
2266,273282.4093856851
2267,292276.6949288766
2268,326059.88994284905
2269,169223.8253416184
2270,204419.85701214615
2271,215492.53527584206
2272,234156.40997268655
2273,161923.84532951005
2274,171349.9849129063
2275,158146.091302227
2276,191263.81543659023
2277,204518.1155637207
2278,147969.9888601189
2279,113312.13983066939
2280,85224.68003175594
2281,181616.13748599077
2282,179551.09414612013
2283,150445.92660253705
2284,159042.16474763677
2285,173944.0509078605
2286,116295.68079823861
2287,287200.12828727486
2288,255435.67430702108
2289,285151.8551904224
2290,345024.64342290675
2291,313835.5144038885
2292,325816.5255569322
2293,337929.33574758633
2294,350950.9812037663
2295,343495.7306189651
2296,287198.5785583032
2297,283650.9247206431
2298,286244.99071559706
2299,340501.9823126076
2300,301029.75337564084
2301,264411.72506256285
2302,226020.37220683275
2303,256761.46450314624
2304,264577.7053502223
2305,181293.3368966668
2306,181293.3368966668
2307,185386.78363242839
2308,245884.29859024356
2309,270378.304621523
2310,230192.75276982365
2311,210729.01107399422
2312,195561.33634556504
2313,197257.77916613757
2314,215893.67152881995
2315,194976.8513983346
2316,212101.1035762711
2317,182930.71559097152
2318,196107.12924366654
2319,216273.484139262
2320,202765.10991124832
2321,246723.36001453525
2322,203310.90280935005
2323,191733.17580183083
2324,209130.3244288182
2325,220464.68705042056
2326,209978.54583910457
2327,247774.70403263788
2328,250464.9764740169
2329,205182.98827975453
2330,201528.41828070302
2331,309257.39100144245
2332,369168.87128305575
2333,311888.5993165537
2334,275007.3369165978
2335,282865.8716469237
2336,307854.2167070599
2337,210337.98637240753
2338,245581.8700780589
2339,244519.8163449897
2340,321391.1182458517
2341,221185.6202221762
2342,244276.45195907285
2343,218652.1680824617
2344,251301.98579315888
2345,264714.15357474773
2346,231664.15117646893
2347,207502.10572050838
2348,262637.8981437327
2349,178396.84238952794
2350,268641.6200228501
2351,248447.28279309208
2352,254821.65729665686
2353,258620.78815343464
2354,168028.32705456996
2355,194403.07616607076
2356,142629.08759188582
2357,217803.9466721753
2358,210438.2970291318
2359,165930.74798101955
2360,115561.48343018885
2361,120875.8563058339
2362,278927.695483855
2363,123768.7489788516
2364,147921.63444881747
2365,232844.33316207398
2366,218389.98134837742
2367,246634.7638251332
2368,208661.9156289741
2369,245611.40214119293
2370,191772.37022713758
2371,197200.76714501926
2372,205457.43445777707
2373,278038.22754311236
2374,296879.2946187607
2375,235595.72183487052
2376,264145.4873051387
2377,297313.1155797753
2378,151958.06916346075
2379,238884.74817212974
2380,147698.6421400397
2381,161714.11721702619
2382,208710.8682038507
2383,218460.75994196744
2384,251276.55794032407
2385,146900.32487002667
2386,142554.3537623533
2387,124930.6109924668
2388,107922.93733809446
2389,117000.34610315412
2390,127290.97496367688
2391,112076.99792909576
2392,106785.04923573951
2393,177641.41716633993
2394,142904.63430966157
2395,218253.58631081134
2396,165038.77874590876
2397,181423.7777801
2398,97414.97010806506
2399,37120.07538188831
2400,36876.71099597146
2401,99885.25391121232
2402,121669.11780015146
2403,156352.39468243555
2404,136217.12157894555
2405,155303.10276948242
2406,131542.7917300749
2407,112497.55469381623
2408,119181.46559041087
2409,123841.07730141329
2410,185098.71985629085
2411,107146.54187419219
2412,139475.6111007149
2413,126171.90920948936
2414,120909.49257926713
2415,151189.78633275954
2416,129780.17690238915
2417,136573.0560655247
2418,106834.95337601262
2419,124835.4092983976
2420,106318.6925410449
2421,131102.86764057097
2422,104701.6859238795
2423,91551.35147455358
2424,160070.1330180543
2425,243425.78244137764
2426,91677.53917333111
2427,116891.52681096969
2428,206861.70929191285
2429,106891.96539713093
2430,138313.24671092164
2431,125091.53550443053
2432,116229.50879112538
2433,124582.38255030825
2434,130527.04030315741
2435,139737.29545862135
2436,109416.25755085074
2437,105770.84753779392
2438,110682.98362070788
2439,93734.9722561785
2440,140615.6470956169
2441,95899.82387659512
2442,91114.97603221168
2443,108603.72451914707
2444,94912.15057123755
2445,69219.64258236345
2446,114042.88433895446
2447,211196.11490662047
2448,164221.1899385096
2449,104031.75743214996
2450,155990.54864216177
2451,122953.2122766017
2452,218279.7613015778
2453,86327.47791910358
2454,110958.43455108604
2455,100041.12264748057
2456,138531.68562018173
2457,121868.7343612439
2458,142444.43393041566
2459,95261.33057879261
2460,154003.84096594527
2461,125143.49174985336
2462,127592.45191046502
2463,115634.91229250375
2464,202010.2402511977
2465,142459.75023185927
2466,118022.75622169813
2467,168364.0384383665
2468,95360.18729394232
2469,98157.375896713
2470,227288.70119262114
2471,220685.77622840507
2472,194730.63231622847
2473,111033.76654419396
2474,97783.12143814424
2475,235464.98073657532
2476,123963.30976424832
2477,115497.36352822534
2478,146919.1472181941
2479,92981.8567525642
2480,117446.33072070964
2481,119843.3346358987
2482,110690.09150155308
2483,111119.80825226847
2484,113741.85658138478
2485,111110.64826627355
2486,137535.8038942255
2487,206209.05341937905
2488,171177.49490797706
2489,154759.3619765304
2490,124991.72722388431
2491,82695.33210234065
2492,185461.16406014003
2493,129994.5116013498
2494,153384.17001631018
2495,99858.27632940584
2496,231375.04004753754
2497,177068.64668643195
2498,103705.80419792328
2499,85654.39678247133
2500,128999.58144079032
2501,132703.10401471844
2502,142118.03150697052
2503,94622.3880917714
2504,205928.39773894846
2505,243810.59764055628
2506,253018.29831469269
2507,285863.62837618333
2508,253018.29831469269
2509,221381.13257296942
2510,242200.19652805803
2511,202551.27758846548
2512,238368.9365263807
2513,234913.9830884214
2514,243290.83075886476
2515,133070.60399426334
2516,177572.59489050205
2517,130887.4324018571
2518,139219.93408390065
2519,240592.85227306513
2520,231889.69796657423
2521,229140.36139892717
2522,238994.16562788934
2523,114012.70092528593
2524,123982.58130163443
2525,123407.25634039892
2526,125522.20382054243
2527,116448.39688960393
2528,113505.60007631313
2529,110933.45588746993
2530,88242.80883815465
2531,227464.29065549374
2532,246683.11823643465
2533,232317.3626121399
2534,242281.68483661464
2535,303681.33376789116
2536,247162.73912742315
2537,227738.73683351628
2538,217637.9663845161
2539,197093.3486074498
2540,183719.87287498987
2541,218145.0672334889
2542,173816.6668819324
2543,113264.287795546
2544,98128.19723540032
2545,119894.3393159248
2546,149670.0335148126
2547,148719.9517188305
2548,207946.0914198733
2549,165083.9805123075
2550,535380.6263507938
2551,165601.79107624688
2552,110771.57981010969
2553,98364.45374047197
2554,120092.85533726425
2555,107597.22886562184
2556,72166.39463159675
2557,78715.90940881567
2558,203527.9409639947
2559,125254.51212154399
2560,137654.5303103365
2561,152097.16765671107
2562,147069.4578025886
2563,151356.36478399392
2564,192847.33475467935
2565,124789.10699224588
2566,126597.07256068685
2567,128427.40912445751
2568,175663.42028689967
2569,174881.37088372651
2570,150853.21917096362
2571,155037.21841387963
2572,200159.9276125473
2573,214061.88102347497
2574,315517.7414627706
2575,141800.88485691743
2576,136950.3673815988
2577,151404.71919529536
2578,81845.65675047995
2579,22277.253347932594
2580,148069.9461150216
2581,94007.2705416542
2582,98597.20419881959
2583,250728.21056089504
2584,167665.88285072078
2585,162443.61221120157
2586,210485.64668807737
2587,209514.24124955968
2588,163048.56502296822
2589,146459.39602816687
2590,209018.35249173106
2591,223684.0353338425
2592,231653.44146150257
2593,246566.53971287073
2594,190179.33752123243
2595,226792.7592478334
2596,268925.72856304515
2597,189541.34659960773
2598,284479.27642996795
2599,311187.0334695815
2600,134064.48680202896
2601,151676.9642938117
2602,103047.44119915948
2603,95192.50830295472
2604,102014.91952922428
2605,105112.48453902989
2606,123339.0322281362
2607,170522.13557975926
2608,168912.73921961687
2609,152266.05582751916
2610,105777.95541863912
2611,132572.21394206677
2612,134420.8704778268
2613,113337.5676835042
2614,118697.74048912339
2615,154350.01730295434
2616,137030.25277422438
2617,166842.64010405075
2618,162516.53869733866
2619,223604.09675425757
2620,192377.22725150688
2621,201305.42597192526
2622,208985.21859447588
2623,280162.3350092508
2624,266818.39133992465
2625,316987.0877642662
2626,166024.39994611684
2627,212196.9034339157
2628,353679.94569427427
2629,418025.9932729625
2630,332023.37004386587
2631,370814.90758717735
2632,353475.2733574861
2633,279725.0080015124
2634,299237.10410864325
2635,154741.9935699373
2636,228659.78894254216
2637,174821.80438128067
2638,274050.1472397703
2639,204897.92817416298
2640,151712.6526723944
2641,87658.32389092422
2642,187726.77552649938
2643,150445.92660253705
2644,145629.9969660479
2645,145699.7708072823
2646,140105.3936017414
2647,149929.66576756956
2648,149909.29369043047
2649,144033.3624260216
2650,172911.5292379253
2651,176828.2859710611
2652,339937.3670663384
2653,249218.12010512082
2654,235132.87118689995
2655,290231.52128996747
2656,313291.27123475843
2657,305445.4983245486
2658,293056.69222690025
2659,302851.4323295944
2660,300220.22401448316
2661,285046.48875800264
2662,283711.53857588256
2663,269412.45733487885
2664,269559.61527437065
2665,278330.9936931245
2666,276966.51144787064
2667,191799.85018512188
2668,218213.2913457516
2669,183446.976425939
2670,300727.32486345596
2671,218213.2913457516
2672,209480.60497612646
2673,217444.50613887236
2674,221001.31996252714
2675,193818.59121884056
2676,224412.52557566203
2677,218759.58662003092
2678,274839.30452378886
2679,270544.7872853603
2680,289179.129919071
2681,354987.4159184098
2682,320164.08897747914
2683,395378.14248307515
2684,303819.8340975661
2685,324111.9275027206
2686,273339.92378298123
2687,253798.29561271635
2688,242473.0929771089
2689,227054.44360573962
2690,343416.79679173604
2691,209538.1193734228
2692,170377.4789346354
2693,211420.41218261584
2694,169627.01369974576
2695,230932.5082897467
2696,224041.87295121467
2697,213663.1502774679
2698,203850.09020278417
2699,180098.93914937135
2700,168266.6356647911
2701,176842.5017327515
2702,114230.63745836797
2703,190852.9210340425
2704,129444.6144929491
2705,115506.52351422003
2706,111938.49759942084
2707,110448.77922078595
2708,118235.48800472799
2709,110078.12659633835
2710,113605.40835685935
2711,280423.57017793856
2712,325437.7176988458
2713,193370.55449613556
2714,199344.74431211874
2715,193857.78564414708
2716,188556.1745886181
2717,227348.2145081074
2718,244258.13198708324
2719,133379.18882189668
2720,187299.70904450887
2721,121626.32154072355
2722,170679.4582576016
2723,139950.62540522637
2724,111188.03236453119
2725,120593.79987078835
2726,127250.23080939846
2727,178585.84502305114
2728,172816.3275438561
2729,146100.45787104173
2730,130936.38497673371
2731,111481.89905429631
2732,110239.05110830208
2733,144074.10658030002
